ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,CBW,CBL,GBW,GBL,IWW,IWL,SBW,SBL
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Davydenko N.,Lukaev R.,87,272,6,4,1,6,6,4,6,4,,,3,1,Completed,1.364,3,1.45,2.65,1.43,2.74,1.35,2.5,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Delgado R.,Bogomolov Jr.A.,136,226,6,3,6,7,0,6,6,4,7,5,3,2,Completed,1.533,2.375,1.55,2.35,1.52,2.31,1.5,2.1,1.615,2.2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Dupuis A.,Gaudenzi A.,102,108,6,3,6,3,4,2,,,,,2,0,Retired,1.833,1.833,1.68,2.1,1.8,1.82,1.8,1.7,1.727,2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,El Aynaoui Y.,Morrison J.,20,103,6,7,6,3,6,2,7,5,,,3,1,Completed,1.25,3.75,1.28,3.5,1.23,4.25,1.15,3.8,1.222,3.75
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Enqvist T.,Boeker M.,29,348,6,2,6,3,7,6,,,,,3,0,Completed,1.04,9,1.06,8,1.05,9,1.02,6,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Etlis G.,Rehnquist B.,212,211,6,3,6,4,7,6,,,,,3,0,Completed,1.727,2,,,1.69,2.05,1.55,2,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Vanek J.,13,157,6,1,6,3,4,6,7,5,,,3,1,Completed,1.1,6.5,1.15,5,1.13,5.75,1.1,4.5,1.125,5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Ferreira W.,Vacek J.,39,66,6,3,6,4,7,5,,,,,3,0,Completed,1.286,3.5,1.25,3.75,1.21,3.73,1.2,3.3,1.286,3.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Ferrero J.C.,Arthurs W.,7,53,7,6,7,6,3,6,7,5,,,3,1,Completed,1.444,2.625,1.45,2.65,1.45,2.5,1.45,2.2,1.4,2.75
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Fish M.,Lee H.T.,94,81,7,6,4,6,6,3,6,3,,,3,1,Completed,1.8,1.909,1.75,2.02,1.82,2,1.8,1.7,1.727,2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Gambill J.M.,Knowle J.,57,91,6,1,2,1,,,,,,,1,0,Retired,1.143,5,1.16,4.8,1.15,4.75,1.15,3.8,1.143,5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Gaudio G.,Martin T.,21,47,6,2,6,3,0,6,7,5,,,3,1,Completed,2.2,1.615,2.1,1.67,2.27,1.63,2.1,1.5,2.25,1.571
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Gimelstob J.,Kempes E.,130,249,6,4,3,6,6,3,6,7,6,3,3,2,Completed,1.571,2.25,1.65,2.2,1.6,2.1,1.6,1.9,1.571,2.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Gonzalez F.,Mathieu P.H.,28,77,2,6,7,6,3,6,6,4,6,4,3,2,Completed,,,,,,,,,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Grosjean S.,Rosset M.,10,93,6,1,3,6,6,1,6,4,,,3,1,Completed,1.167,4.5,1.18,4.6,1.17,4.35,1.15,3.8,1.125,5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Haas T.,Sanchez D.,3,61,7,6,3,6,3,6,6,4,7,5,3,2,Completed,1.1,6.5,1.11,6,1.14,5.25,1.1,4.5,1.111,5.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Henman T.,Ketola T.,5,223,6,1,6,1,6,1,,,,,3,0,Completed,1.071,7.5,1.1,6.25,1.12,6.55,1.05,5,1.071,7
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Heuberger I.,Saoudi S.,128,250,6,4,2,6,7,5,3,6,7,6,3,2,Completed,1.4,2.75,1.45,2.65,1.5,2.5,1.4,2.3,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Hewitt L.,Coutelot N.,1,101,6,2,6,3,6,3,,,,,3,0,Completed,1.03,10,1.01,13,1.04,11,1.02,6,1.03,9
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Hrbaty D.,Ancic M.,52,116,4,6,6,3,7,6,5,7,3,2,2,2,Retired,1.727,2,1.85,1.92,1.7,2.1,1.6,1.9,1.727,2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Kafelnikov Y.,Sanguinetti D.,4,49,6,2,7,5,3,6,6,4,,,3,1,Completed,1.286,3.5,1.35,3,1.25,3.35,1.2,3.3,1.25,3.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Kucera K.,Stepanek R.,72,74,6,7,6,4,2,6,6,2,6,1,3,2,Completed,1.833,1.833,1.9,1.85,1.9,1.86,1.75,1.75,1.909,1.8
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Kuerten G.,Boutter J.,46,54,3,6,7,6,6,1,6,0,,,3,1,Completed,1.533,2.375,1.55,2.35,1.67,2.3,1.4,2.3,1.571,2.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Levy H.,Pavel A.,321,30,1,6,7,6,4,6,6,3,6,4,3,2,Completed,5.5,1.125,5.5,1.12,4.75,1.14,4.5,1.1,5.5,1.111
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Lisnard J.,Schuettler R.,126,23,3,6,6,7,6,4,4,0,,,1,2,Retired,4.5,1.167,4.65,1.18,4.25,1.18,3.3,1.2,4.5,1.167
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Ljubicic I.,Santoro F.,38,48,7,6,6,4,6,7,7,5,,,3,1,Completed,1.909,1.8,1.95,1.8,1.96,1.84,1.75,1.75,2,1.727
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Llodra M.,Acasuso J.,95,58,6,1,6,2,6,2,,,,,3,0,Completed,1.667,2.1,1.8,1.95,1.71,2.02,1.65,1.85,1.667,2.1
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Lopez F.,Sa A.,75,55,7,5,7,6,6,3,,,,,3,0,Completed,2.375,1.533,2.55,1.48,2.5,1.44,2.2,1.45,2.25,1.571
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Malisse X.,Montanes A.,19,59,7,5,6,2,6,2,,,,,3,0,Completed,1.143,5,1.14,5.25,1.17,4.67,1.15,3.8,1.143,5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Martin A.,Kratochvil M.,68,37,5,7,6,4,6,3,7,6,,,3,1,Completed,2,1.727,1.95,1.8,2.1,1.83,1.9,1.6,1.833,1.833
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Massu N.,Lapentti N.,65,27,6,4,6,3,6,7,7,5,,,3,1,Completed,2.25,1.571,2.3,1.58,2.31,1.52,2,1.55,2.25,1.571
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Meligeni F.,Calleri A.,60,45,3,6,7,6,6,4,6,3,,,3,1,Completed,2.1,1.667,2.2,1.65,2.05,1.62,1.85,1.65,2.1,1.667
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Melzer J.,Brasington J.,107,133,6,3,7,5,6,3,,,,,3,0,Completed,2.1,1.667,2.15,1.65,2.05,1.7,1.75,1.75,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Mirnyi M.,Savolt A.,34,73,7,6,7,5,0,1,,,,,2,0,Retired,1.25,3.75,1.25,3.75,1.25,4.1,1.15,3.8,1.25,3.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Moya C.,Voinea A.,9,63,3,6,6,4,6,3,7,6,,,3,1,Completed,1.125,5.5,1.12,5.5,1.18,4.42,1.1,4.5,1.1,6
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Norman D.,Ulihrach B.,134,79,4,6,4,6,6,4,7,6,6,4,3,2,Completed,2.5,1.5,2.35,1.55,2.2,1.55,2,1.55,2.625,1.444
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Novak J.,Krajicek R.,14,117,6,1,5,4,,,,,,,1,0,Retired,1.833,1.833,1.85,1.9,1.83,1.83,1.75,1.75,1.8,1.909
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Okun N.,Kunitcin I.,114,193,6,7,6,4,6,4,6,3,,,3,1,Completed,1.5,2.5,1.45,2.65,1.45,2.49,1.4,2.3,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Pless K.,Taino E.,85,199,6,7,6,3,6,2,6,1,,,3,1,Completed,1.533,2.375,1.6,2.25,1.6,2.22,1.65,1.85,1.615,2.2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Popp A.,Vinciguerra A.,89,96,7,6,7,6,6,2,,,,,3,0,Completed,1.5,2.5,1.48,2.55,1.48,2.64,1.4,2.3,1.5,2.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Rios M.,Bjorkman J.,22,50,1,6,6,2,6,4,6,1,,,3,1,Completed,1.364,3,1.36,3,1.42,2.75,1.45,2.2,1.444,2.625
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Robredo T.,Zabaleta M.,32,36,6,2,6,7,7,5,4,6,7,6,3,2,Completed,1.5,2.5,1.45,2.65,1.58,2.4,1.45,2.2,1.4,2.75
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Roddick A.,Verkerk M.,11,88,7,6,6,3,6,4,,,,,3,0,Completed,1.083,7,1.12,5.65,1.1,6,1.1,4.5,1.1,6
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Rusedski G.,Kim A.,35,110,6,1,4,6,7,6,6,3,,,3,1,Completed,1.1,6.5,1.12,5.75,1.13,4.75,1.1,4.5,1.1,6
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Safin M.,Kiefer N.,2,64,6,3,4,6,4,6,6,4,7,6,3,2,Completed,1.286,3.5,1.28,3.5,1.3,3.1,1.3,2.7,1.222,3.75
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Sampras P.,Portas A.,17,76,6,1,6,4,6,4,,,,,3,0,Completed,1.125,5.5,1.12,5.75,1.13,5.2,1.1,4.5,1.1,6
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Sargsian S.,Nalbandian D.,92,16,6,1,6,4,6,4,,,,,3,0,Completed,3.75,1.25,4.05,1.22,3.7,1.2,3.3,1.2,3.5,1.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Schalken S.,Philippoussis M.,25,70,6,7,4,6,6,3,5,3,,,1,2,Retired,2.1,1.667,2.1,1.7,1.85,1.78,1.75,1.75,2.1,1.667
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Sluiter R.,Dent T.,83,56,3,6,6,3,6,0,1,6,6,3,3,2,Completed,2.75,1.4,2.9,1.38,2.54,1.43,2.2,1.45,2.75,1.4
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Soderling R.,Burgsmuller L.,227,82,7,6,6,0,6,4,,,,,3,0,Completed,2.625,1.444,2.5,1.5,2.45,1.44,2.2,1.45,2.625,1.444
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Spadea V.,Golmard J.,69,100,4,6,2,6,6,1,6,3,6,2,3,2,Completed,1.727,2,1.8,1.95,1.8,2,1.6,1.9,1.833,1.833
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Srichaphan P.,Amritraj P.,33,1024,6,1,6,3,6,0,,,,,3,0,Completed,,,,,,,,,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,van Lottum J.,Horna L.,140,78,6,4,7,6,4,6,6,4,,,3,1,Completed,1.833,1.833,1.72,2.05,1.73,1.9,1.6,1.9,1.833,1.833
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,1st Round,5,Vicente F.,Nieminen J.,51,31,1,6,6,3,6,0,6,2,,,3,1,Completed,3,1.364,3,1.36,3.1,1.32,2.5,1.35,3,1.333
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Agassi A.,Gimelstob J.,6,130,6,0,6,1,6,1,,,,,3,0,Completed,1.04,9,1.04,9,1.04,7.5,1.02,6,1.03,11
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Blake J.,Davydenko N.,26,87,6,3,4,6,6,1,6,3,,,3,1,Completed,1.125,5.5,1.15,5,1.14,4.8,1.1,4.5,1.125,5.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Chela J.I.,Llodra M.,24,95,7,6,6,3,6,2,,,,,3,0,Completed,1.333,3.25,1.3,3.3,1.41,2.9,1.3,2.7,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Clement A.,Grosjean S.,43,10,6,3,3,6,4,6,6,2,6,4,3,2,Completed,2.25,1.571,2.25,1.6,2.41,1.6,2.1,1.5,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Coria G.,Lisnard J.,80,126,6,1,6,3,6,4,,,,,3,0,Completed,1.333,3.25,1.25,3.6,1.35,3.46,1.25,3,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Corretja A.,Heuberger I.,18,128,7,5,6,2,6,1,,,,,3,0,Completed,1.083,7,1.12,5.5,1.07,6,1.05,5,1.1,6
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Delgado R.,Levy H.,136,321,4,6,6,3,7,6,7,6,,,3,1,Completed,1.727,2,1.72,2.05,1.75,1.98,1.75,1.75,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,El Aynaoui Y.,Arazi H.,20,67,6,3,6,4,2,0,,,,,2,0,Retired,1.364,3,1.42,2.75,1.45,2.77,1.35,2.5,1.364,2.875
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Enqvist T.,Martin A.,29,68,6,1,7,6,6,0,,,,,3,0,Completed,1.364,3,1.48,2.55,1.36,2.8,1.3,2.7,1.333,3
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Chang M.,13,132,6,3,6,1,6,3,,,,,3,0,Completed,1.222,4,1.22,4,1.29,3.79,1.3,2.7,1.286,3.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Ferreira W.,Costa A.,39,8,1,6,6,7,6,4,7,5,6,4,3,2,Completed,1.615,2.2,1.75,2,1.66,2.05,1.65,1.85,1.615,2.2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Ferrero J.C.,Etlis G.,7,212,6,2,5,7,6,0,7,5,,,3,1,Completed,1.1,6.5,1.08,6.75,1.15,6.5,1.05,5,1.083,7
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Gambill J.M.,Moya C.,57,9,6,3,6,3,6,1,,,,,3,0,Completed,2.625,1.444,2.75,1.42,2.6,1.47,2.2,1.45,2.75,1.4
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Gaudio G.,Lopez F.,21,75,6,2,3,6,6,4,6,3,,,3,1,Completed,1.333,3.25,1.36,3,1.33,3.3,1.25,3,1.333,3
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Gonzalez F.,Carlsen K.,28,106,7,6,6,4,7,6,,,,,3,0,Completed,,,,,,,,,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Haas T.,Kucera K.,3,72,6,1,6,4,6,4,,,,,3,0,Completed,1.333,3.25,1.3,3.25,1.3,3.1,1.25,3,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Henman T.,Norman D.,5,134,6,3,6,4,7,5,,,,,3,0,Completed,1.083,7,1.08,6.75,1.14,5.1,1.1,4.5,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Hewitt L.,Okun N.,1,114,7,6,6,4,6,1,,,,,3,0,Completed,1.03,10,1.02,11,1.03,10,1.02,6,1.03,10
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Hrbaty D.,Kafelnikov Y.,52,4,6,3,6,1,6,1,,,,,3,0,Completed,3,1.364,2.85,1.38,2.79,1.42,2.5,1.35,2.75,1.4
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Kuerten G.,Safin M.,46,2,6,4,6,4,7,5,,,,,3,0,Completed,2.625,1.444,2.25,1.6,2.3,1.53,2,1.55,2.625,1.444
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Malisse X.,Spadea V.,19,69,6,4,4,6,6,2,6,2,,,3,1,Completed,1.286,3.5,1.3,3.35,1.34,3,1.3,2.7,1.286,3.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Massu N.,Melzer J.,65,107,6,4,7,6,4,6,6,0,,,3,1,Completed,1.4,2.75,1.42,2.75,1.4,2.6,1.45,2.2,1.444,2.625
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Mirnyi M.,Dupuis A.,34,102,6,4,6,3,3,6,6,2,,,3,1,Completed,1.286,3.5,1.33,3.15,1.3,3.3,1.25,3,1.286,3.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Novak J.,van Lottum J.,14,140,6,4,7,6,6,1,,,,,3,0,Completed,1.125,5.5,1.15,5,1.13,4.79,1.15,3.8,1.167,4.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Rios M.,Soderling R.,22,227,6,4,3,6,6,3,6,3,,,3,1,Completed,1.143,5,1.18,4.5,1.22,5.5,1.15,3.8,1.167,4.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Robredo T.,Meligeni F.,32,60,4,6,6,3,6,3,4,6,6,2,3,2,Completed,1.444,2.625,1.5,2.5,1.47,2.4,1.5,2.1,1.533,2.375
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Roddick A.,Sluiter R.,11,83,6,2,6,4,6,4,,,,,3,0,Completed,1.083,7,1.1,6.25,1.09,6.8,1.05,5,1.1,6
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Rusedski G.,Srichaphan P.,35,33,3,6,7,6,7,6,6,7,6,4,3,2,Completed,1.667,2.1,1.67,2.15,1.75,1.96,1.7,1.8,1.667,2.1
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Sampras P.,Pless K.,17,85,6,3,7,5,6,4,,,,,3,0,Completed,1.125,5.5,1.12,5.75,1.15,5.11,1.1,4.5,1.125,5.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Sargsian S.,Popp A.,92,89,2,6,6,3,6,4,6,7,6,4,3,2,Completed,1.667,2.1,1.6,2.3,1.8,1.93,1.75,1.75,1.615,2.2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Schalken S.,Ljubicic I.,25,38,6,3,6,3,6,4,,,,,3,0,Completed,1.667,2.1,1.7,2.1,1.72,2.13,1.65,1.85,1.727,2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,2nd Round,5,Vicente F.,Fish M.,51,94,7,5,7,6,6,1,,,,,3,0,Completed,2.2,1.615,2.15,1.67,2.24,1.65,2,1.55,2.1,1.667
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Agassi A.,Delgado R.,6,136,6,2,6,1,6,2,,,,,3,0,Completed,1.03,10,1.04,10,1.03,8.5,1.02,6,1.04,9
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Chela J.I.,Henman T.,24,5,6,3,6,3,6,2,,,,,3,0,Completed,2.5,1.533,2.35,1.57,2.45,1.44,2.1,1.5,2.5,1.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Clement A.,Coria G.,43,80,2,6,6,2,7,5,7,6,,,3,1,Completed,1.615,2.25,1.58,2.3,1.6,2.1,1.7,1.8,1.571,2.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,El Aynaoui Y.,Vicente F.,20,51,6,2,2,6,6,1,6,2,,,3,1,Completed,1.333,3.25,1.33,3.25,1.31,3.3,1.25,3,1.333,3
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Malisse X.,13,19,4,6,6,3,6,4,6,4,,,3,1,Completed,1.571,2.25,1.58,2.35,1.6,2.29,1.6,1.9,1.667,2.1
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Ferreira W.,Robredo T.,39,32,6,1,6,2,7,5,,,,,3,0,Completed,1.667,2.1,1.7,2.1,1.67,2.16,1.65,1.85,1.615,2.2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Gambill J.M.,Gaudio G.,57,21,6,0,6,2,6,0,,,,,3,0,Completed,1.615,2.2,1.7,2.12,1.6,2.15,1.5,2.1,1.571,2.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Gonzalez F.,Ferrero J.C.,28,7,6,4,6,4,6,4,,,,,3,0,Completed,,,,,,,,,,
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Haas T.,Enqvist T.,3,29,6,4,3,6,3,6,6,4,6,4,3,2,Completed,1.533,2.5,1.18,4.5,1.55,2.2,1.55,2,1.2,4
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Hewitt L.,Blake J.,1,26,6,7,6,3,6,4,3,6,6,3,3,2,Completed,1.167,4.5,1.22,4.2,1.22,4.25,1.2,3.3,1.143,5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Kuerten G.,Massu N.,46,65,6,1,5,4,,,,,,,1,0,Retired,1.286,3.6,1.1,6.25,1.3,3,1.25,3,1.125,5.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Mirnyi M.,Hrbaty D.,34,52,7,6,2,6,6,4,6,4,,,3,1,Completed,1.615,2.2,1.65,2.2,1.65,2.28,1.55,2,1.571,2.25
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Novak J.,Rios M.,14,22,6,3,6,3,,,,,,,2,0,Retired,1.727,2,1.78,2,1.75,2.1,1.65,1.85,1.727,2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Roddick A.,Corretja A.,11,18,6,4,6,1,7,6,,,,,3,0,Completed,1.4,2.875,1.33,3.25,1.31,2.75,1.4,2.3,1.364,2.875
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Sampras P.,Rusedski G.,17,35,7,6,4,6,7,6,3,6,6,4,3,2,Completed,1.571,2.375,1.58,2.35,1.56,2.36,1.55,2,1.615,2.2
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,3rd Round,5,Schalken S.,Sargsian S.,25,92,7,5,6,3,3,6,6,1,,,3,1,Completed,1.286,3.75,1.28,3.5,1.22,3.55,1.25,3,1.25,3.5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,4th Round,5,Agassi A.,Gambill J.M.,6,57,6,2,6,3,6,3,,,,,3,0,Completed,1.2,4.5,1.22,4.1,1.15,4.3,1.2,3.3,1.143,5
51,New York,US Open,26/08/02,Grand Slam,Outdoor,Hard,4th Round,5,El Aynaoui Y.,Ferreira W.,20,39,3,6,7,5,7,5,7,6,,,3,1,Completed,1.8,2,1.8,1.95,1.67,2,1.55,2,1.8,1.9
